date,year,district,mean_rainfall_mm,max_rainfall_mm,min_rainfall_mm,valid_cells_count,nodata_cells_count,total_district_cells,aggregation_method,source_type
2016-10-05,2016,Shimla,1.45,5.95,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-06,2016,Kangra,1.97,13.74,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-06,2016,Mandi,4.88,14.92,0.17,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-06,2016,Kullu,2.84,5.59,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-06,2016,Shimla,1.58,14.92,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-07,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-07,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-07,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-07,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-08,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-08,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-08,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-08,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-09,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-09,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-09,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-09,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-10,2016,Kangra,0.04,0.77,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-10,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-10,2016,Kullu,0.05,0.37,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-10,2016,Shimla,0.05,0.73,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-11,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-11,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-11,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-11,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-12,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-12,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-12,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-12,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-13,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-13,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-13,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-13,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-14,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-14,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-14,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-14,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-15,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-15,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-15,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-15,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-16,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-16,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-16,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-16,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-17,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-17,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-17,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-17,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-18,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-18,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-18,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-18,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-19,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-19,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-19,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-19,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-20,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-20,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-20,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-20,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-21,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-21,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-21,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-21,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-22,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-22,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-22,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-22,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-23,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-23,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-23,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-23,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-24,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-24,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-24,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-24,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-25,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-25,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-25,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-25,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-26,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-26,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-26,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-26,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-27,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-27,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-27,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-27,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-28,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-28,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-28,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-28,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-29,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-29,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-29,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-29,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-30,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-30,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-30,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-30,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-31,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-31,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-31,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-10-31,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-11-01,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-11-01,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-11-01,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-11-01,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-11-02,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-11-02,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-11-02,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-11-02,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-11-03,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-11-03,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-11-03,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-11-03,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-11-04,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-11-04,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-11-04,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-11-04,2016,Shimla,0.00,0.00,0.00,15,0,15,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-11-05,2016,Kangra,0.00,0.00,0.00,28,0,28,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-11-05,2016,Mandi,0.00,0.00,0.00,20,0,20,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
2016-11-05,2016,Kullu,0.00,0.00,0.00,16,0,16,Unweighted arithmetic mean of 0.25 deg grid cell centroids strictly bounded within administrative district envelope,IMD_GRIDDED_SPATIAL_DATA_DISTRICT_AGGREGATION
